Entered data
Reagents:
Zn(NO3)2 1.0
NH2CH2COOH 0.6667
C6H8O7 0.277778
O2 -0.249924
Products:
ZnO 1.0
CO2 2.500068
H2O 2.777862
N2 1.33335
C 0.5
Mass of object product, g: 5
Emitting area, m^2: 0.0113
Burning time, s: 8
Ignition temperature, K: 450
The amount of water in crystalline hydrate: 0
Start of calculations
  T, K    Cp(reag)   Cp(prod)    dH(reag)     dH(prod)        Q          Cp*dT       A          delta       delta*n      rad       Result 
  1458    64.9005    89.6418    -292418.2    -386449.8      94031.6     82591.7   13734.5      -2294.6      -141.0   5532.6     -5673.6
  1459    64.9003    89.6561    -292418.2    -386360.1      93942.0     82681.3   13748.1      -2487.5      -152.9   5547.8     -5700.6
  1460    64.9000    89.6703    -292418.2    -386270.5      93852.3     82771.0   13761.7      -2680.4      -164.7   5563.0     -5727.7
  1461    64.8998    89.6846    -292418.2    -386180.8      93762.6     82860.7   13775.4      -2873.4      -176.6   5578.3     -5754.8
  1462    64.8995    89.6988    -292418.2    -386091.1      93672.9     82950.4   13789.0      -3066.4      -188.4   5593.5     -5782.0
  1463    64.8993    89.7131    -292418.2    -386001.4      93583.2     83040.1   13802.6      -3259.5      -200.3   5608.9     -5809.2
  1464    64.8990    89.7274    -292418.2    -385911.7      93493.5     83129.8   13816.2      -3452.5      -212.2   5624.2     -5836.4
  1465    64.8988    89.7416    -292418.2    -385821.9      93403.8     83219.5   13829.9      -3645.6      -224.0   5639.6     -5863.6
  1466    64.8985    89.7559    -292418.2    -385732.2      93314.0     83309.3   13843.5      -3838.8      -235.9   5655.0     -5890.9
  1467    64.8982    89.7701    -292418.2    -385642.4      93224.2     83399.0   13857.1      -4031.9      -247.8   5670.5     -5918.2
  1468    64.8980    89.7844    -292418.2    -385552.6      93134.5     83488.8   13870.7      -4225.1      -259.6   5685.9     -5945.6
  1469    64.8977    89.7986    -292418.2    -385462.8      93044.7     83578.6   13884.4      -4418.3      -271.5   5701.4     -5972.9
  1470    64.8975    89.8129    -292418.2    -385373.0      92954.9     83668.4   13898.0      -4611.5      -283.4   5717.0     -6000.4
  1471    64.8972    89.8271    -292418.2    -385283.2      92865.1     83758.2   13911.6      -4804.8      -295.2   5732.6     -6027.8
  1472    64.8970    89.8414    -292418.2    -385193.4      92775.2     83848.1   13925.2      -4998.1      -307.1   5748.2     -6055.3
  1473    64.8967    89.8556    -292418.2    -385103.5      92685.4     83937.9   13938.9      -5191.4      -319.0   5763.8     -6082.8
  1474    64.8964    89.8699    -292418.2    -385013.7      92595.5     84027.8   13952.5      -5384.8      -330.9   5779.5     -6110.3
  1475    64.8962    89.8841    -292418.2    -384923.8      92505.6     84117.7   13966.1      -5578.1      -342.8   5795.2     -6137.9
  1476    64.8959    89.8984    -292418.2    -384833.9      92415.7     84207.5   13979.7      -5771.6      -354.7   5810.9     -6165.5
  1477    64.8957    89.9126    -292418.2    -384744.0      92325.8     84297.5   13993.4      -5965.0      -366.5   5826.7     -6193.2
  1478    64.8954    89.9269    -292418.2    -384654.1      92235.9     84387.4   14007.0      -6158.5      -378.4   5842.5     -6220.9
  1479    64.8952    89.9411    -292418.2    -384564.1      92146.0     84477.3   14020.6      -6351.9      -390.3   5858.3     -6248.6
  1480    64.8949    89.9554    -292418.2    -384474.2      92056.0     84567.3   14034.2      -6545.5      -402.2   5874.1     -6276.3
  1481    64.8947    89.9696    -292418.2    -384384.2      91966.1     84657.2   14047.9      -6739.0      -414.1   5890.0     -6304.1
  1482    64.8944    89.9839    -292418.2    -384294.3      91876.1     84747.2   14061.5      -6932.6      -426.0   5906.0     -6332.0
  1483    64.8941    89.9981    -292418.2    -384204.3      91786.1     84837.2   14075.1      -7126.2      -437.9   5921.9     -6359.8
  1484    64.8939    90.0123    -292418.2    -384114.3      91696.1     84927.2   14088.8      -7319.8      -449.8   5937.9     -6387.7
  1485    64.8936    90.0266    -292418.2    -384024.2      91606.1     85017.2   14102.4      -7513.5      -461.7   5953.9     -6415.6
  1486    64.8934    90.0408    -292418.2    -383934.2      91516.0     85107.2   14116.0      -7707.2      -473.6   5970.0     -6443.6
  1487    64.8931    90.0551    -292418.2    -383844.2      91426.0     85197.3   14129.6      -7900.9      -485.5   5986.1     -6471.6
  1488    64.8929    90.0693    -292418.2    -383754.1      91335.9     85287.4   14143.3      -8094.7      -497.4   6002.2     -6499.6
  1489    64.8926    90.0835    -292418.2    -383664.0      91245.9     85377.4   14156.9      -8288.5      -509.3   6018.3     -6527.6
  1490    64.8924    90.0978    -292418.2    -383573.9      91155.8     85467.5   14170.5      -8482.3      -521.2   6034.5     -6555.7
  1491    64.8921    90.1120    -292418.2    -383483.8      91065.7     85557.6   14184.1      -8676.1      -533.1   6050.7     -6583.9
  1492    64.8918    90.1262    -292418.2    -383393.7      90975.5     85647.7   14197.8      -8870.0      -545.0   6067.0     -6612.0
  1493    64.8916    90.1405    -292418.2    -383303.6      90885.4     85737.9   14211.4      -9063.8      -557.0   6083.3     -6640.2
  1494    64.8913    90.1547    -292418.2    -383213.4      90795.3     85828.0   14225.0      -9257.8      -568.9   6099.6     -6668.5
  1495    64.8911    90.1689    -292418.2    -383123.3      90705.1     85918.2   14238.6      -9451.7      -580.8   6115.9     -6696.7
  1496    64.8908    90.1832    -292418.2    -383033.1      90614.9     86008.4   14252.3      -9645.7      -592.7   6132.3     -6725.0
  1497    64.8906    90.1974    -292418.2    -382942.9      90524.7     86098.6   14265.9      -9839.7      -604.6   6148.7     -6753.4
  1498    64.8903    90.2116    -292418.2    -382852.7      90434.5     86188.8   14279.5     -10033.7      -616.6   6165.2     -6781.7
  1499    64.8900    90.2259    -292418.2    -382762.5      90344.3     86279.0   14293.1     -10227.8      -628.5   6181.6     -6810.1
  1500    64.8898    90.2401    -292418.2    -382672.2      90254.1     86369.2   14306.8     -10421.9      -640.4   6198.2     -6838.6
  1501    64.8895    90.2543    -292418.2    -382582.0      90163.8     86459.5   14320.4     -10616.0      -652.3   6214.7     -6867.0
  1502    64.8893    90.2686    -292418.2    -382491.7      90073.6     86549.7   14334.0     -10810.2      -664.3   6231.3     -6895.5
  1503    64.8890    90.2828    -292418.2    -382401.5      89983.3     86640.0   14347.6     -11004.3      -676.2   6247.9     -6924.1
  1504    64.8888    90.2970    -292418.2    -382311.2      89893.0     86730.3   14361.3     -11198.5      -688.1   6264.5     -6952.7
  1505    64.8885    90.3112    -292418.2    -382220.9      89802.7     86820.6   14374.9     -11392.8      -700.1   6281.2     -6981.3
  1506    64.8883    90.3255    -292418.2    -382130.5      89712.4     86910.9   14388.5     -11587.0      -712.0   6297.9     -7009.9
  1507    64.8880    90.3397    -292418.2    -382040.2      89622.0     87001.2   14402.1     -11781.3      -723.9   6314.7     -7038.6
  1508    64.8877    90.3539    -292418.2    -381949.9      89531.7     87091.6   14415.8     -11975.6      -735.9   6331.4     -7067.3
  1509    64.8875    90.3681    -292418.2    -381859.5      89441.3     87181.9   14429.4     -12170.0      -747.8   6348.3     -7096.1
  1510    64.8872    90.3824    -292418.2    -381769.1      89351.0     87272.3   14443.0     -12364.4      -759.8   6365.1     -7124.9
  1511    64.8870    90.3966    -292418.2    -381678.7      89260.6     87362.7   14456.6     -12558.8      -771.7   6382.0     -7153.7
  1512    64.8867    90.4108    -292418.2    -381588.3      89170.2     87453.1   14470.3     -12753.2      -783.7   6398.9     -7182.6
  1513    64.8865    90.4250    -292418.2    -381497.9      89079.8     87543.5   14483.9     -12947.7      -795.6   6415.8     -7211.4
  1514    64.8862    90.4392    -292418.2    -381407.5      88989.3     87634.0   14497.5     -13142.2      -807.6   6432.8     -7240.4
  1515    64.8860    90.4534    -292418.2    -381317.0      88898.9     87724.4   14511.1     -13336.7      -819.5   6449.8     -7269.3
  1516    64.8857    90.4677    -292418.2    -381226.6      88808.4     87814.9   14524.8     -13531.2      -831.5   6466.9     -7298.3
  1517    64.8854    90.4819    -292418.2    -381136.1      88717.9     87905.3   14538.4     -13725.8      -843.4   6484.0     -7327.4
  1518    64.8852    90.4961    -292418.2    -381045.6      88627.4     87995.8   14552.0     -13920.4      -855.4   6501.1     -7356.5
  1519    64.8849    90.5103    -292418.2    -380955.1      88536.9     88086.3   14565.6     -14115.0      -867.3   6518.2     -7385.6
  1520    64.8847    90.5245    -292418.2    -380864.6      88446.4     88176.9   14579.3     -14309.7      -879.3   6535.4     -7414.7
  1521    64.8844    90.5387    -292418.2    -380774.1      88355.9     88267.4   14592.9     -14504.4      -891.3   6552.6     -7443.9
  1522    64.8842    90.5530    -292418.2    -380683.5      88265.4     88357.9   14606.5     -14699.1      -903.2   6569.9     -7473.1
  1523    64.8839    90.5672    -292418.2    -380593.0      88174.8     88448.5   14620.1     -14893.8      -915.2   6587.1     -7502.3
  1524    64.8837    90.5814    -292418.2    -380502.4      88084.2     88539.1   14633.8     -15088.6      -927.2   6604.5     -7531.6
  1525    64.8834    90.5956    -292418.2    -380411.8      87993.6     88629.7   14647.4     -15283.4      -939.1   6621.8     -7561.0
  1526    64.8831    90.6098    -292418.2    -380321.2      87903.0     88720.3   14661.0     -15478.3      -951.1   6639.2     -7590.3
  1527    64.8829    90.6240    -292418.2    -380230.6      87812.4     88810.9   14674.6     -15673.1      -963.1   6656.6     -7619.7
  1528    64.8826    90.6382    -292418.2    -380139.9      87721.8     88901.5   14688.3     -15868.0      -975.1   6674.1     -7649.1
  1529    64.8824    90.6524    -292418.2    -380049.3      87631.1     88992.2   14701.9     -16062.9      -987.0   6691.6     -7678.6
  1530    64.8821    90.6666    -292418.2    -379958.6      87540.5     89082.8   14715.5     -16257.9      -999.0   6709.1     -7708.1
  1531    64.8819    90.6808    -292418.2    -379868.0      87449.8     89173.5   14729.1     -16452.8     -1011.0   6726.6     -7737.6
  1532    64.8816    90.6950    -292418.2    -379777.3      87359.1     89264.2   14742.8     -16647.8     -1023.0   6744.2     -7767.2
  1533    64.8814    90.7093    -292418.2    -379686.6      87268.4     89354.9   14756.4     -16842.9     -1035.0   6761.9     -7796.8
  1534    64.8811    90.7235    -292418.2    -379595.9      87177.7     89445.6   14770.0     -17037.9     -1047.0   6779.5     -7826.5
  1535    64.8808    90.7377    -292418.2    -379505.1      87087.0     89536.3   14783.7     -17233.0     -1058.9   6797.2     -7856.2
  1536    64.8806    90.7519    -292418.2    -379414.4      86996.2     89627.1   14797.3     -17428.1     -1070.9   6814.9     -7885.9
  1537    64.8803    90.7661    -292418.2    -379323.6      86905.5     89717.8   14810.9     -17623.3     -1082.9   6832.7     -7915.6
  1538    64.8801    90.7803    -292418.2    -379232.9      86814.7     89808.6   14824.5     -17818.4     -1094.9   6850.5     -7945.4
  1539    64.8798    90.7945    -292418.2    -379142.1      86723.9     89899.4   14838.2     -18013.6     -1106.9   6868.3     -7975.3
  1540    64.8796    90.8087    -292418.2    -379051.3      86633.1     89990.2   14851.8     -18208.9     -1118.9   6886.2     -8005.1
  1541    64.8793    90.8229    -292418.2    -378960.4      86542.3     90081.0   14865.4     -18404.1     -1130.9   6904.1     -8035.0
  1542    64.8791    90.8371    -292418.2    -378869.6      86451.5     90171.8   14879.0     -18599.4     -1142.9   6922.1     -8065.0
  1543    64.8788    90.8513    -292418.2    -378778.8      86360.6     90262.7   14892.7     -18794.7     -1154.9   6940.0     -8094.9
  1544    64.8785    90.8655    -292418.2    -378687.9      86269.7     90353.5   14906.3     -18990.1     -1166.9   6958.0     -8124.9
  1545    64.8783    90.8797    -292418.2    -378597.0      86178.9     90444.4   14919.9     -19185.4     -1178.9   6976.1     -8155.0
  1546    64.8780    90.8939    -292418.2    -378506.2      86088.0     90535.3   14933.5     -19380.8     -1190.9   6994.2     -8185.1
  1547    64.8778    90.9081    -292418.2    -378415.3      85997.1     90626.2   14947.2     -19576.3     -1202.9   7012.3     -8215.2
  1548    64.8775    90.9223    -292418.2    -378324.3      85906.2     90717.1   14960.8     -19771.7     -1214.9   7030.4     -8245.4
  1549    64.8773    90.9364    -292418.2    -378233.4      85815.2     90808.0   14974.4     -19967.2     -1227.0   7048.6     -8275.6
  1550    64.8770    90.9506    -292418.2    -378142.5      85724.3     90899.0   14988.0     -20162.7     -1239.0   7066.8     -8305.8
  1551    64.8768    90.9648    -292418.2    -378051.5      85633.3     90989.9   15001.7     -20358.3     -1251.0   7085.1     -8336.1
  1552    64.8765    90.9790    -292418.2    -377960.5      85542.4     91080.9   15015.3     -20553.8     -1263.0   7103.4     -8366.4
  1553    64.8762    90.9932    -292418.2    -377869.6      85451.4     91171.9   15028.9     -20749.4     -1275.0   7121.7     -8396.7
  1554    64.8760    91.0074    -292418.2    -377778.6      85360.4     91262.9   15042.5     -20945.1     -1287.0   7140.1     -8427.1
  1555    64.8757    91.0216    -292418.2    -377687.5      85269.4     91353.9   15056.2     -21140.7     -1299.1   7158.4     -8457.5
  1556    64.8755    91.0358    -292418.2    -377596.5      85178.3     91444.9   15069.8     -21336.4     -1311.1   7176.9     -8488.0
  1557    64.8752    91.0500    -292418.2    -377505.5      85087.3     91536.0   15083.4     -21532.1     -1323.1   7195.3     -8518.5
  1558    64.8750    91.0642    -292418.2    -377414.4      84996.2     91627.0   15097.0     -21727.8     -1335.1   7213.9     -8549.0
  1559    64.8747    91.0784    -292418.2    -377323.3      84905.2     91718.1   15110.7     -21923.6     -1347.2   7232.4     -8579.6
  1560    64.8745    91.0925    -292418.2    -377232.3      84814.1     91809.2   15124.3     -22119.4     -1359.2   7251.0     -8610.2
  1561    64.8742    91.1067    -292418.2    -377141.2      84723.0     91900.3   15137.9     -22315.2     -1371.2   7269.6     -8640.8
  1562    64.8740    91.1209    -292418.2    -377050.0      84631.9     91991.4   15151.5     -22511.1     -1383.3   7288.2     -8671.5
  1563    64.8737    91.1351    -292418.2    -376958.9      84540.7     92082.5   15165.2     -22707.0     -1395.3   7306.9     -8702.2
